,date,name,code,diff,ranking,total
16211,05-15,中远海科,002401,-12,3148,3630
16212,05-16,中远海科,002401,40,3108,3630
16213,05-17,中远海科,002401,545,2563,3630
16214,05-09,和而泰,002402,-52,996,3627
16215,05-10,和而泰,002402,57,939,3626
16216,05-13,和而泰,002402,-23,962,3630
16217,05-14,和而泰,002402,11,951,3629
16218,05-15,和而泰,002402,-43,994,3630
16219,05-16,和而泰,002402,-19,1013,3630
16220,05-17,和而泰,002402,-50,1063,3630
16221,05-09,爱仕达,002403,7,3326,3627
16222,05-10,爱仕达,002403,-31,3357,3626
16223,05-13,爱仕达,002403,-27,3384,3630
16224,05-14,爱仕达,002403,-10,3394,3629
16225,05-15,爱仕达,002403,2,3392,3630
16226,05-16,爱仕达,002403,-21,3413,3630
16227,05-17,爱仕达,002403,-6,3419,3630
16228,05-09,嘉欣丝绸,002404,285,2688,3627
16229,05-10,嘉欣丝绸,002404,41,2647,3626
16230,05-13,嘉欣丝绸,002404,1155,1492,3630
16231,05-14,嘉欣丝绸,002404,941,551,3629
16232,05-15,嘉欣丝绸,002404,282,269,3630
16233,05-16,嘉欣丝绸,002404,88,181,3630
16234,05-17,嘉欣丝绸,002404,72,109,3630
16235,05-09,四维图新,002405,-19,137,3627
16236,05-10,四维图新,002405,10,127,3626
16237,05-13,四维图新,002405,-7,134,3630
16238,05-14,四维图新,002405,-11,145,3629
16239,05-15,四维图新,002405,24,121,3630
16240,05-16,四维图新,002405,7,114,3630
16241,05-17,四维图新,002405,-15,129,3630
16242,05-09,远东传动,002406,28,2654,3627
16243,05-10,远东传动,002406,-1,2655,3626
16244,05-13,远东传动,002406,1,2654,3630
16245,05-14,远东传动,002406,-6,2660,3629
16246,05-15,远东传动,002406,33,2627,3630
16247,05-16,远东传动,002406,-57,2684,3630
16248,05-17,远东传动,002406,-28,2712,3630
16249,05-09,多氟多,002407,-22,426,3627
16250,05-10,多氟多,002407,-2,428,3626
16251,05-13,多氟多,002407,-97,525,3630
16252,05-14,多氟多,002407,-28,553,3629
16253,05-15,多氟多,002407,-16,569,3630
16254,05-16,多氟多,002407,59,510,3630
16255,05-17,多氟多,002407,43,467,3630
16256,05-09,齐翔腾达,002408,-65,877,3627
16257,05-10,齐翔腾达,002408,-48,925,3626
16258,05-13,齐翔腾达,002408,118,807,3630
16259,05-14,齐翔腾达,002408,-59,866,3629
16260,05-15,齐翔腾达,002408,-57,923,3630
16261,05-16,齐翔腾达,002408,-50,973,3630
16262,05-17,齐翔腾达,002408,-57,1030,3630
16263,05-09,雅克科技,002409,122,1984,3627
16264,05-10,雅克科技,002409,18,1966,3626
16265,05-13,雅克科技,002409,-61,2027,3630
16266,05-14,雅克科技,002409,0,2027,3629
16267,05-15,雅克科技,002409,-57,2084,3630
16268,05-16,雅克科技,002409,-188,2272,3630
16269,05-17,雅克科技,002409,-43,2315,3630
16270,05-09,广联达,002410,-75,1441,3627
16271,05-10,广联达,002410,11,1430,3626
16272,05-13,广联达,002410,236,1194,3630
16273,05-14,广联达,002410,-14,1208,3629
16274,05-15,广联达,002410,-81,1289,3630
16275,05-16,广联达,002410,-7,1296,3630
16276,05-17,广联达,002410,-31,1327,3630
16277,05-09,延安必康,002411,-60,606,3627
16278,05-10,延安必康,002411,-31,637,3626
16279,05-13,延安必康,002411,-104,741,3630
16280,05-14,延安必康,002411,-61,802,3629
16281,05-15,延安必康,002411,-2,804,3630
16282,05-16,延安必康,002411,26,778,3630
16283,05-17,延安必康,002411,-10,788,3630
16284,05-09,汉森制药,002412,616,2722,3627
16285,05-10,汉森制药,002412,49,2673,3626
16286,05-13,汉森制药,002412,28,2645,3630
16287,05-14,汉森制药,002412,132,2513,3629
16288,05-15,汉森制药,002412,-1,2514,3630
16289,05-16,汉森制药,002412,-290,2804,3630
16290,05-17,汉森制药,002412,-69,2873,3630
16291,05-09,雷科防务,002413,13,888,3627
16292,05-10,雷科防务,002413,117,771,3626
16293,05-13,雷科防务,002413,-3,774,3630
16294,05-14,雷科防务,002413,48,726,3629
16295,05-15,雷科防务,002413,-28,754,3630
16296,05-16,雷科防务,002413,-40,794,3630
16297,05-17,雷科防务,002413,-96,890,3630
16298,05-09,高德红外,002414,369,1328,3627
16299,05-10,高德红外,002414,37,1291,3626
16300,05-13,高德红外,002414,-22,1313,3630
16301,05-14,高德红外,002414,-30,1343,3629
16302,05-15,高德红外,002414,237,1106,3630
16303,05-16,高德红外,002414,-186,1292,3630
16304,05-17,高德红外,002414,-110,1402,3630
16305,05-09,海康威视,002415,2,53,3627
16306,05-10,海康威视,002415,4,49,3626
16307,05-13,海康威视,002415,28,21,3630
16308,05-14,海康威视,002415,4,17,3629
16309,05-15,海康威视,002415,-4,21,3630
16310,05-16,海康威视,002415,-2,23,3630
16311,05-17,海康威视,002415,-1,24,3630
16312,05-09,爱施德,002416,24,1844,3627
16313,05-10,爱施德,002416,-82,1926,3626
16314,05-13,爱施德,002416,-98,2024,3630
16315,05-14,爱施德,002416,-175,2199,3629
16316,05-15,爱施德,002416,-60,2259,3630
16317,05-16,爱施德,002416,-56,2315,3630
16318,05-17,爱施德,002416,-28,2343,3630
16319,05-09,深南股份,002417,-233,2782,3627
16320,05-10,深南股份,002417,-177,2959,3626
16321,05-13,深南股份,002417,39,2920,3630
16322,05-14,深南股份,002417,132,2788,3629
16323,05-15,深南股份,002417,1712,1076,3630
16324,05-16,深南股份,002417,392,684,3630
16325,05-17,深南股份,002417,79,605,3630
16326,05-09,康盛股份,002418,-46,591,3627
16327,05-10,康盛股份,002418,-35,626,3626
16328,05-13,康盛股份,002418,-66,692,3630
16329,05-14,康盛股份,002418,142,550,3629
16330,05-15,康盛股份,002418,-23,573,3630
16331,05-16,康盛股份,002418,-26,599,3630
16332,05-17,康盛股份,002418,23,576,3630
16333,05-09,天虹股份,002419,-21,2094,3627
16334,05-10,天虹股份,002419,-99,2193,3626
16335,05-13,天虹股份,002419,121,2072,3630
16336,05-14,天虹股份,002419,-24,2096,3629
16337,05-15,天虹股份,002419,-95,2191,3630
16338,05-16,天虹股份,002419,92,2099,3630
16339,05-17,天虹股份,002419,-29,2128,3630
16340,05-09,*ST毅昌,002420,-141,2207,3627
16341,05-10,*ST毅昌,002420,-127,2334,3626
16342,05-13,*ST毅昌,002420,-144,2478,3630
16343,05-14,*ST毅昌,002420,-301,2779,3629
16344,05-15,*ST毅昌,002420,-191,2970,3630
16345,05-16,*ST毅昌,002420,-68,3038,3630
16346,05-17,*ST毅昌,002420,-14,3052,3630
16347,05-09,达实智能,002421,-2,971,3627
16348,05-10,达实智能,002421,14,957,3626
16349,05-13,达实智能,002421,-76,1033,3630
16350,05-14,达实智能,002421,5,1028,3629
16351,05-15,达实智能,002421,-4,1032,3630
16352,05-16,达实智能,002421,168,864,3630
16353,05-17,达实智能,002421,-27,891,3630
16354,05-09,科伦药业,002422,-89,1233,3627
16355,05-10,科伦药业,002422,-86,1319,3626
16356,05-13,科伦药业,002422,229,1090,3630
16357,05-14,科伦药业,002422,-98,1188,3629
16358,05-15,科伦药业,002422,-167,1355,3630
16359,05-16,科伦药业,002422,-89,1444,3630
16360,05-17,科伦药业,002422,-55,1499,3630
16361,05-09,中原特钢,002423,-150,674,3627
16362,05-10,中原特钢,002423,-146,820,3626
16363,05-13,中原特钢,002423,-734,1554,3630
16364,05-14,中原特钢,002423,-269,1823,3629
16365,05-15,中原特钢,002423,-159,1982,3630
16366,05-16,中原特钢,002423,-102,2084,3630
16367,05-17,中原特钢,002423,-107,2191,3630
16368,05-09,贵州百灵,002424,6,796,3627
16369,05-10,贵州百灵,002424,-29,825,3626
16370,05-13,贵州百灵,002424,36,789,3630
16371,05-14,贵州百灵,002424,2,787,3629
16372,05-15,贵州百灵,002424,-127,914,3630
16373,05-16,贵州百灵,002424,34,880,3630
16374,05-17,贵州百灵,002424,91,789,3630
16375,05-09,凯撒文化,002425,15,1218,3627
16376,05-10,凯撒文化,002425,-23,1241,3626
16377,05-13,凯撒文化,002425,80,1161,3630
16378,05-14,凯撒文化,002425,-39,1200,3629
16379,05-15,凯撒文化,002425,-38,1238,3630
16380,05-16,凯撒文化,002425,90,1148,3630
16381,05-17,凯撒文化,002425,-7,1155,3630
16382,05-09,胜利精密,002426,4,766,3627
16383,05-10,胜利精密,002426,-14,780,3626
16384,05-13,胜利精密,002426,5,775,3630
16385,05-14,胜利精密,002426,-45,820,3629
16386,05-15,胜利精密,002426,98,722,3630
16387,05-16,胜利精密,002426,-45,767,3630
16388,05-17,胜利精密,002426,32,735,3630
16389,05-09,*ST尤夫,002427,69,2253,3627
16390,05-10,*ST尤夫,002427,197,2056,3626
16391,05-13,*ST尤夫,002427,-86,2142,3630
16392,05-14,*ST尤夫,002427,128,2014,3629
16393,05-15,*ST尤夫,002427,3,2011,3630
16394,05-16,*ST尤夫,002427,229,1782,3630
16395,05-17,*ST尤夫,002427,-6,1788,3630
16396,05-09,云南锗业,002428,37,1185,3627
16397,05-10,云南锗业,002428,-5,1190,3626
16398,05-13,云南锗业,002428,-118,1308,3630
16399,05-14,云南锗业,002428,-61,1369,3629
16400,05-15,云南锗业,002428,-66,1435,3630
16401,05-16,云南锗业,002428,345,1090,3630
16402,05-17,云南锗业,002428,-36,1126,3630
16403,05-09,兆驰股份,002429,17,768,3627
16404,05-10,兆驰股份,002429,64,704,3626
16405,05-13,兆驰股份,002429,174,530,3630
16406,05-14,兆驰股份,002429,-11,541,3629
16407,05-15,兆驰股份,002429,-22,563,3630
16408,05-16,兆驰股份,002429,-71,634,3630
16409,05-17,兆驰股份,002429,-36,670,3630
16410,05-09,杭氧股份,002430,-59,2022,3627
16411,05-10,杭氧股份,002430,23,1999,3626
16412,05-13,杭氧股份,002430,414,1585,3630
16413,05-14,杭氧股份,002430,-2,1587,3629
16414,05-15,杭氧股份,002430,39,1548,3630
16415,05-16,杭氧股份,002430,-23,1571,3630
16416,05-17,杭氧股份,002430,13,1558,3630
16417,05-09,棕榈股份,002431,-38,1100,3627
16418,05-10,棕榈股份,002431,-15,1115,3626
16419,05-13,棕榈股份,002431,-88,1203,3630
16420,05-14,棕榈股份,002431,-54,1257,3629
16421,05-15,棕榈股份,002431,828,429,3630
16422,05-16,棕榈股份,002431,42,387,3630
16423,05-17,棕榈股份,002431,-34,421,3630
16424,05-09,九安医疗,002432,-101,1347,3627
16425,05-10,九安医疗,002432,-39,1386,3626
16426,05-13,九安医疗,002432,-57,1443,3630
16427,05-14,九安医疗,002432,-135,1578,3629
16428,05-15,九安医疗,002432,-138,1716,3630
16429,05-16,九安医疗,002432,4,1712,3630
16430,05-17,九安医疗,002432,-66,1778,3630
16431,05-09,太安堂,002433,74,2373,3627
16432,05-10,太安堂,002433,-34,2407,3626
16433,05-13,太安堂,002433,-98,2505,3630
16434,05-14,太安堂,002433,4,2501,3629
16435,05-15,太安堂,002433,-4,2505,3630
16436,05-16,太安堂,002433,-67,2572,3630
16437,05-17,太安堂,002433,-53,2625,3630
16438,05-09,万里扬,002434,-75,2137,3627
16439,05-10,万里扬,002434,54,2083,3626
16440,05-13,万里扬,002434,-126,2209,3630
16441,05-14,万里扬,002434,-21,2230,3629
16442,05-15,万里扬,002434,-60,2290,3630
16443,05-16,万里扬,002434,-47,2337,3630
16444,05-17,万里扬,002434,-13,2350,3630
16445,05-09,长江润发,002435,101,1329,3627
16446,05-10,长江润发,002435,-102,1431,3626
16447,05-13,长江润发,002435,2,1429,3630
16448,05-14,长江润发,002435,-8,1437,3629
16449,05-15,长江润发,002435,-154,1591,3630
16450,05-16,长江润发,002435,-275,1866,3630
16451,05-17,长江润发,002435,-175,2041,3630
16452,05-09,兴森科技,002436,-4,749,3627
16453,05-10,兴森科技,002436,88,661,3626
16454,05-13,兴森科技,002436,-19,680,3630
16455,05-14,兴森科技,002436,-11,691,3629
16456,05-15,兴森科技,002436,-29,720,3630
16457,05-16,兴森科技,002436,-67,787,3630
16458,05-17,兴森科技,002436,404,383,3630
16459,05-09,誉衡药业,002437,-114,510,3627
16460,05-10,誉衡药业,002437,-119,629,3626
16461,05-13,誉衡药业,002437,-215,844,3630
16462,05-14,誉衡药业,002437,-114,958,3629
16463,05-15,誉衡药业,002437,-15,973,3630
16464,05-16,誉衡药业,002437,-57,1030,3630
16465,05-17,誉衡药业,002437,-50,1080,3630
16466,05-09,江苏神通,002438,-72,2650,3627
16467,05-10,江苏神通,002438,-61,2711,3626
16468,05-13,江苏神通,002438,-197,2908,3630
16469,05-14,江苏神通,002438,-86,2994,3629
16470,05-15,江苏神通,002438,32,2962,3630
16471,05-16,江苏神通,002438,23,2939,3630
16472,05-17,江苏神通,002438,-58,2997,3630
16473,05-09,启明星辰,002439,123,1078,3627
16474,05-10,启明星辰,002439,127,951,3626
16475,05-13,启明星辰,002439,81,870,3630
16476,05-14,启明星辰,002439,19,851,3629
16477,05-15,启明星辰,002439,-9,860,3630
16478,05-16,启明星辰,002439,-69,929,3630
16479,05-17,启明星辰,002439,-76,1005,3630
16480,05-09,闰土股份,002440,-23,773,3627
16481,05-10,闰土股份,002440,-24,797,3626
16482,05-13,闰土股份,002440,-18,815,3630
16483,05-14,闰土股份,002440,104,711,3629
16484,05-15,闰土股份,002440,151,560,3630
16485,05-16,闰土股份,002440,-50,610,3630
16486,05-17,闰土股份,002440,-28,638,3630
16487,05-09,众业达,002441,170,1734,3627
16488,05-10,众业达,002441,184,1550,3626
16489,05-13,众业达,002441,307,1243,3630
16490,05-14,众业达,002441,-24,1267,3629
16491,05-15,众业达,002441,22,1245,3630
16492,05-16,众业达,002441,-83,1328,3630
16493,05-17,众业达,002441,55,1273,3630
16494,05-09,龙星化工,002442,-47,2342,3627
16495,05-10,龙星化工,002442,91,2251,3626
16496,05-13,龙星化工,002442,957,1294,3630
16497,05-14,龙星化工,002442,157,1137,3629
16498,05-15,龙星化工,002442,16,1121,3630
16499,05-16,龙星化工,002442,-40,1161,3630
16500,05-17,龙星化工,002442,-73,1234,3630
16501,05-09,金洲管道,002443,-59,2039,3627
16502,05-10,金洲管道,002443,-26,2065,3626
16503,05-13,金洲管道,002443,8,2057,3630
16504,05-14,金洲管道,002443,-13,2070,3629
16505,05-15,金洲管道,002443,-53,2123,3630
16506,05-16,金洲管道,002443,362,1761,3630
16507,05-17,金洲管道,002443,-6,1767,3630
16508,05-09,巨星科技,002444,10,2049,3627
16509,05-10,巨星科技,002444,66,1983,3626
16510,05-13,巨星科技,002444,505,1478,3630
16511,05-14,巨星科技,002444,481,997,3629
16512,05-15,巨星科技,002444,-16,1013,3630
16513,05-16,巨星科技,002444,-94,1107,3630
16514,05-17,巨星科技,002444,-51,1158,3630
16515,05-09,ST中南,002445,-100,1822,3627
16516,05-10,ST中南,002445,-65,1887,3626
16517,05-13,ST中南,002445,-28,1915,3630
16518,05-14,ST中南,002445,138,1777,3629
16519,05-15,ST中南,002445,43,1734,3630
16520,05-16,ST中南,002445,-84,1818,3630
16521,05-17,ST中南,002445,-43,1861,3630
16522,05-09,盛路通信,002446,-33,387,3627
16523,05-10,盛路通信,002446,40,347,3626
16524,05-13,盛路通信,002446,36,311,3630
16525,05-14,盛路通信,002446,-14,325,3629
16526,05-15,盛路通信,002446,-19,344,3630
16527,05-16,盛路通信,002446,3,341,3630
16528,05-17,盛路通信,002446,-36,377,3630
16529,05-09,晨鑫科技,002447,56,691,3627
16530,05-10,晨鑫科技,002447,-24,715,3626
16531,05-13,晨鑫科技,002447,214,501,3630
16532,05-14,晨鑫科技,002447,214,287,3629
16533,05-15,晨鑫科技,002447,23,264,3630
16534,05-16,晨鑫科技,002447,-20,284,3630
16535,05-17,晨鑫科技,002447,-12,296,3630
16536,05-09,中原内配,002448,-8,1803,3627
16537,05-10,中原内配,002448,60,1743,3626
16538,05-13,中原内配,002448,-147,1890,3630
16539,05-14,中原内配,002448,-32,1922,3629
16540,05-15,中原内配,002448,120,1802,3630
16541,05-16,中原内配,002448,5,1797,3630
16542,05-17,中原内配,002448,-60,1857,3630
16543,05-09,国星光电,002449,30,1850,3627
16544,05-10,国星光电,002449,3,1847,3626
16545,05-13,国星光电,002449,-111,1958,3630
16546,05-14,国星光电,002449,-122,2080,3629
16547,05-15,国星光电,002449,55,2025,3630
16548,05-16,国星光电,002449,138,1887,3630
16549,05-17,国星光电,002449,-82,1969,3630
16550,05-09,*ST康得,002450,14,43,3627
16551,05-10,*ST康得,002450,-2,45,3626
16552,05-13,*ST康得,002450,17,28,3630
16553,05-14,*ST康得,002450,-3,31,3629
16554,05-15,*ST康得,002450,0,31,3630
16555,05-16,*ST康得,002450,5,26,3630
16556,05-17,*ST康得,002450,0,26,3630
16557,05-09,摩恩电气,002451,-25,262,3627
16558,05-10,摩恩电气,002451,-2,264,3626
16559,05-13,摩恩电气,002451,50,214,3630
16560,05-14,摩恩电气,002451,-31,245,3629
16561,05-15,摩恩电气,002451,-20,265,3630
16562,05-16,摩恩电气,002451,75,190,3630
16563,05-17,摩恩电气,002451,3,187,3630
16564,05-09,长高集团,002452,-50,2860,3627
16565,05-10,长高集团,002452,105,2755,3626
16566,05-13,长高集团,002452,-43,2798,3630
16567,05-14,长高集团,002452,-28,2826,3629
16568,05-15,长高集团,002452,18,2808,3630
16569,05-16,长高集团,002452,42,2766,3630
16570,05-17,长高集团,002452,-68,2834,3630
16571,05-09,华软科技,002453,-64,1527,3627
16572,05-10,华软科技,002453,-52,1579,3626
16573,05-13,华软科技,002453,177,1402,3630
16574,05-14,华软科技,002453,142,1260,3629
16575,05-15,华软科技,002453,29,1231,3630
16576,05-16,华软科技,002453,-5,1236,3630
16577,05-17,华软科技,002453,-45,1281,3630
16578,05-09,松芝股份,002454,33,2267,3627
16579,05-10,松芝股份,002454,-51,2318,3626
16580,05-13,松芝股份,002454,-53,2371,3630
16581,05-14,松芝股份,002454,-28,2399,3629
16582,05-15,松芝股份,002454,-149,2548,3630
16583,05-16,松芝股份,002454,-31,2579,3630
16584,05-17,松芝股份,002454,-59,2638,3630
16585,05-09,百川股份,002455,24,2478,3627
16586,05-10,百川股份,002455,19,2459,3626
16587,05-13,百川股份,002455,-100,2559,3630
16588,05-14,百川股份,002455,-24,2583,3629
16589,05-15,百川股份,002455,171,2412,3630
16590,05-16,百川股份,002455,-21,2433,3630
16591,05-17,百川股份,002455,-10,2443,3630
16592,05-09,欧菲光,002456,96,42,3627
16593,05-10,欧菲光,002456,11,31,3626
16594,05-13,欧菲光,002456,18,13,3630
16595,05-14,欧菲光,002456,3,10,3629
16596,05-15,欧菲光,002456,1,9,3630
16597,05-16,欧菲光,002456,-1,10,3630
16598,05-17,欧菲光,002456,2,8,3630
16599,05-09,青龙管业,002457,-18,1280,3627
16600,05-10,青龙管业,002457,2,1278,3626
16601,05-13,青龙管业,002457,19,1259,3630
16602,05-14,青龙管业,002457,-26,1285,3629
16603,05-15,青龙管业,002457,-60,1345,3630
16604,05-16,青龙管业,002457,56,1289,3630
16605,05-17,青龙管业,002457,20,1269,3630
16606,05-09,益生股份,002458,2,84,3627
16607,05-10,益生股份,002458,-10,94,3626
16608,05-13,益生股份,002458,-31,125,3630
16609,05-14,益生股份,002458,-25,150,3629
16610,05-15,益生股份,002458,-38,188,3630
16611,05-16,益生股份,002458,-48,236,3630
16612,05-17,益生股份,002458,34,202,3630
16613,05-09,天业通联,002459,-108,1664,3627
16614,05-10,天业通联,002459,-100,1764,3626
16615,05-13,天业通联,002459,-18,1782,3630
16616,05-14,天业通联,002459,-182,1964,3629
16617,05-15,天业通联,002459,-79,2043,3630
16618,05-16,天业通联,002459,12,2031,3630
16619,05-17,天业通联,002459,-85,2116,3630
16620,05-09,赣锋锂业,002460,-2,156,3627
16621,05-10,赣锋锂业,002460,0,156,3626
16622,05-13,赣锋锂业,002460,4,152,3630
16623,05-14,赣锋锂业,002460,-15,167,3629
16624,05-15,赣锋锂业,002460,-3,170,3630
16625,05-16,赣锋锂业,002460,62,108,3630
16626,05-17,赣锋锂业,002460,-3,111,3630
16627,05-09,珠江啤酒,002461,-79,788,3627
16628,05-10,珠江啤酒,002461,97,691,3626
16629,05-13,珠江啤酒,002461,119,572,3630
16630,05-14,珠江啤酒,002461,-10,582,3629
16631,05-15,珠江啤酒,002461,-54,636,3630
16632,05-16,珠江啤酒,002461,-51,687,3630
16633,05-17,珠江啤酒,002461,-123,810,3630
16634,05-09,嘉事堂,002462,37,2486,3627
16635,05-10,嘉事堂,002462,-8,2494,3626
16636,05-13,嘉事堂,002462,-94,2588,3630
16637,05-14,嘉事堂,002462,-54,2642,3629
16638,05-15,嘉事堂,002462,-27,2669,3630
16639,05-16,嘉事堂,002462,-12,2681,3630
16640,05-17,嘉事堂,002462,-45,2726,3630
16641,05-09,沪电股份,002463,-27,236,3627
